,index,language,link,readme
58,2,JavaScript,socketio/socket.io,"['Product', 'Platform', 'Support', 'Company']"
59,3,Python,pallets/flask,"['Product', 'Platform', 'Support', 'Company']"
60,4,JavaScript,Semantic-Org/Semantic-UI,"['GitHub is home to over 40 million developers working together to host and review code, manage projects, and build software together.', '', '', '', 'Semantic is a UI framework designed for theming.', 'Key Features', 'Semantic allows developers to build beautiful websites fast, with concise HTML, intuitive javascript, and simplified debugging, helping make front-end development a delightful experience. Semantic is responsively designed allowing your website to scale on multiple devices. Semantic is production ready and partnered with frameworks such as React, Angular, Meteor, and Ember, which means you can integrate it with any of these frameworks to organize your UI layer alongside your application logic.', ""Semantic UI 2.4 is now available. Read up on what's new in the docs."", 'Migration info from 1.x can be found in the 2.0 release notes', 'Please help us keep the issue tracker organized. For technical questions that do not include a specific JSFiddle test case (bug reports), or feature request please use StackOverflow to find a solution.', 'Visit our contributing guide for more on what should be posted to GitHub Issues.', 'Semantic UI includes an interactive installer to help setup your project.', 'Check out our integration wiki for more options.', 'Although some components will work in IE9, grids and other flexbox components are not supported by IE9 and may not appear correctly.', 'Please do not post usage questions to GitHub Issues. For these types of questions use our [Gitter chatroom] or StackOverflow.', 'GitHub Issues is for suggesting enhancements and reporting bugs. Before submiting a bug make sure you do the following:', 'When adding pull requests, be sure to merge into the next branch. If you need to demonstrate a fix in next release, you can use this JSFiddle', ""If you'd like to start a conversation about Semantic feel free to e-mail me at jack@semantic-ui.com"", '', '', '\n\nSemantic-Org<!--\n-->/<!--\n-->Semantic-UI\n', 'Semantic UI', '\nSemantic-UI/README.md\n', '2.4.0 Release (Sep 17th, 2018)', 'User Support', 'Install', 'Community', 'Join GitHub today', '\n              Users who have contributed to this file\n            ']"
61,5,JavaScript,expressjs/express,"['Product', 'Platform', 'Support', 'Company']"
62,6,JavaScript,chartjs/Chart.js,"['GitHub is home to over 40 million developers working together to host and review code, manage projects, and build software together.', '\n\n    Simple yet flexible JavaScript charting for designers &amp; developers\n', '\n\n\n\n\n\n', 'Instructions on building and testing Chart.js can be found in the documentation. Before submitting an issue or a pull request, please take a moment to look over the contributing guidelines first. For support, please post questions on Stack Overflow with the chartjs tag.', 'Chart.js is available under the MIT license.', '\n\nchartjs<!--\n-->/<!--\n-->Chart.js\n', '\nChart.js/README.md\n', 'Documentation', 'Contributing', 'License', 'Join GitHub today', '\n              Users who have contributed to this file\n            ']"
63,7,Vue,PanJiaChen/vue-element-admin,"['GitHub is home to over 40 million developers working together to host and review code, manage projects, and build software together.', '\n\n', '\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n', 'English | 简体中文 | 日本語 | Spanish', 'vue-element-admin is a production-ready front-end solution for admin interfaces. It is based on vue and uses the UI Toolkit element-ui.', 'vue-element-admin is based on the newest development stack of vue and it has a built-in i18n solution, typical templates for enterprise applications, and lots of awesome features. It helps you build large and complex Single-Page Applications. I believe whatever your needs are, this project will help you.', 'Preview', 'Documentation', 'Gitter', 'Donate', 'Wiki', 'Gitee 国内用户可访问该地址在线预览', 'Base template recommends using: vue-admin-template', 'Desktop: electron-vue-admin', 'Typescript: vue-typescript-admin-template (Credits: @Armour)', 'awesome-project', 'After the v4.1.0+ version, the default master branch will not support i18n. Please use i18n Branch, it will keep up with the master update', 'The current version is v4.0+ build on vue-cli. If you find a problem, please put issue. If you want to use the old version , you can switch branch to tag/3.11.0, it does not rely on vue-cli', 'This project does not support low version browsers (e.g. IE). Please add polyfill by yourself.', 'You need to install node and git locally. The project is based on ES2015+, vue, vuex, vue-router, vue-cli , axios and element-ui, all request data is simulated using Mock.js.\nUnderstanding and learning this knowledge in advance will greatly help the use of this project.', '\n\n', 'Become a sponsor and get your logo on our README on GitHub with a link to your site. [Become a sponsor]', '', 'Admin Dashboard Templates made with Vue, React and Angular.', '', 'This will automatically open http://localhost:9527', 'Refer to Documentation for more information', 'Detailed changes for each release are documented in the release notes.', 'Preview', 'If you find this project useful, you can buy author a glass of juice 🍹', '', 'Paypal Me', 'Buy me a coffee', 'Modern browsers and Internet Explorer 10+.', 'MIT', 'Copyright (c) 2017-present PanJiaChen', '\n\nPanJiaChen<!--\n-->/<!--\n-->vue-element-admin\n', '\nvue-element-admin/README.md\n', 'Introduction', 'Preparation', 'Sponsors', 'Features', 'Getting started', 'Build', 'Advanced', 'Changelog', 'Online Demo', 'Donate', 'Browsers support', 'License', '\n              Sponsor PanJiaChen/vue-element-admin\n            ', 'Join GitHub today', '\n              Users who have contributed to this file\n            ']"
64,8,Java,elastic/elasticsearch,"['Product', 'Platform', 'Support', 'Company']"
65,9,Python,keras-team/keras,"['GitHub is home to over 40 million developers working together to host and review code, manage projects, and build software together.', '', '\n', 'Keras is a high-level neural networks API, written in Python and capable of running on top of TensorFlow, CNTK, or Theano. It was developed with a focus on enabling fast experimentation. Being able to go from idea to result with the least possible delay is key to doing good research.', 'Use Keras if you need a deep learning library that:', 'Read the documentation at Keras.io.', 'Keras is compatible with: Python 2.7-3.6.', 'At this time, we recommend that Keras users who use multi-backend Keras with the TensorFlow backend switch to tf.keras in TensorFlow 2.0. tf.keras is better maintained and has better integration with TensorFlow features (eager execution, distribution support and other).', 'Keras 2.2.5 was the last release of Keras implementing the 2.2.* API. It was the last release to only support TensorFlow 1 (as well as Theano and CNTK).', 'The current release is Keras 2.3.0, which makes significant API changes and add support for TensorFlow 2.0. The 2.3.0 release will be the last major release of multi-backend Keras. Multi-backend Keras is superseded by tf.keras.', 'Bugs present in multi-backend Keras will only be fixed until April 2020 (as part of minor releases).', 'For more information about the future of Keras, see the Keras meeting notes.', 'User friendliness. Keras is an API designed for human beings, not machines. It puts user experience front and center. Keras follows best practices for reducing cognitive load: it offers consistent &amp; simple APIs, it minimizes the number of user actions required for common use cases, and it provides clear and actionable feedback upon user error.', 'Modularity. A model is understood as a sequence or a graph of standalone, fully configurable modules that can be plugged together with as few restrictions as possible. In particular, neural layers, cost functions, optimizers, initialization schemes, activation functions and regularization schemes are all standalone modules that you can combine to create new models.', 'Easy extensibility. New modules are simple to add (as new classes and functions), and existing modules provide ample examples. To be able to easily create new modules allows for total expressiveness, making Keras suitable for advanced research.', 'Work with Python. No separate models configuration files in a declarative format. Models are described in Python code, which is compact, easier to debug, and allows for ease of extensibility.', 'The core data structure of Keras is a model, a way to organize layers. The simplest type of model is the Sequential model, a linear stack of layers. For more complex architectures, you should use the Keras functional API, which allows to build arbitrary graphs of layers.', 'Here is the Sequential model:', 'Stacking layers is as easy as .add():', 'Once your model looks good, configure its learning process with .compile():', 'If you need to, you can further configure your optimizer. A core principle of Keras is to make things reasonably simple, while allowing the user to be fully in control when they need to (the ultimate control being the easy extensibility of the source code).', 'You can now iterate on your training data in batches:', 'Alternatively, you can feed batches to your model manually:', 'Evaluate your performance in one line:', 'Or generate predictions on new data:', 'Building a question answering system, an image classification model, a Neural Turing Machine, or any other model is just as fast. The ideas behind deep learning are simple, so why should their implementation be painful?', 'For a more in-depth tutorial about Keras, you can check out:', 'In the examples folder of the repository, you will find more advanced models: question-answering with memory networks, text generation with stacked LSTMs, etc.', 'Before installing Keras, please install one of its backend engines: TensorFlow, Theano, or CNTK. We recommend the TensorFlow backend.', 'You may also consider installing the following optional dependencies:', 'Then, you can install Keras itself. There are two ways to install Keras:', 'Note: These installation steps assume that you are on a Linux or Mac environment.\nIf you are on Windows, you will need to remove sudo to run the commands below.', 'If you are using a virtualenv, you may want to avoid using sudo:', 'First, clone Keras using git:', 'Then, cd to the Keras folder and run the install command:', 'By default, Keras will use TensorFlow as its tensor manipulation library. Follow these instructions to configure the Keras backend.', 'You can ask questions and join the development discussion:', 'You can also post bug reports and feature requests (only) in GitHub issues. Make sure to read our guidelines first.', ""Keras (κέρας) means horn in Greek. It is a reference to a literary image from ancient Greek and Latin literature, first found in the Odyssey, where dream spirits (Oneiroi, singular Oneiros) are divided between those who deceive men with false visions, who arrive to Earth through a gate of ivory, and those who announce a future that will come to pass, who arrive through a gate of horn. It's a play on the words κέρας (horn) / κραίνω (fulfill), and ἐλέφας (ivory) / ἐλεφαίρομαι (deceive)."", 'Keras was initially developed as part of the research effort of project ONEIROS (Open-ended Neuro-Electronic Intelligent Robot Operating System).', '""Oneiroi are beyond our unravelling --who can be sure what tale they tell? Not all that men look for comes to pass. Two gates there are that give passage to fleeting Oneiroi; one is made of horn, one of ivory. The Oneiroi that pass through sawn ivory are deceitful, bearing a message that will not be fulfilled; those that come out through polished horn have truth behind them, to be accomplished for men who see them."" Homer, Odyssey 19. 562 ff (Shewring translation).', '\n\nkeras-team<!--\n-->/<!--\n-->keras\n', 'Keras: Deep Learning for humans', '\nkeras/README.md\n', 'You have just found Keras.', 'Multi-backend Keras and tf.keras:', 'Guiding principles', 'Getting started: 30 seconds to Keras', 'Installation', 'Configuring your Keras backend', 'Support', 'Why this name, Keras?', 'Join GitHub today', '\n              Users who have contributed to this file\n            ']"
66,0,Python,django/django,"['Product', 'Platform', 'Support', 'Company']"
67,1,Java,MisterBooo/LeetCodeAnimation,"['Product', 'Platform', 'Support', 'Company']"
68,2,C#,shadowsocks/shadowsocks-windows,"['GitHub is home to over 40 million developers working together to host and review code, manage projects, and build software together.', '', '中文说明', 'Download the latest release from release page.', 'Microsoft .NET Framework 4.7.2 or higher, Microsoft Visual C++ 2015 Redistributable (x86) .', 'For Windows10 Store and related applications, please execute the following command under Admin privilege:', 'For UDP, you need to use SocksCap or ProxyCap to force programs you want\nto be proxied to tunnel over Shadowsocks', 'If you want to manage multiple servers using other tools like SwitchyOmega,\nyou can start multiple Shadowsocks instances. To avoid configuration conflicts,\ncopy Shadowsocks to a new directory and choose a different local port.', ""If you would like to connect to server via a plugin, please set the plugin's\npath (relative or absolute) on Edit Servers form.\nNote: Forward Proxy will not be used while a plugin is enabled."", 'Details:\nWorking with non SIP003 standard Plugin.', 'Hotkeys could be registered automatically on startup.\nIf you are using multiple instances of Shadowsocks,\nyou must set different key combination for each instance.', 'Please visit Servers for more information.', 'Experimental Features', 'GPLv3', '\n\nshadowsocks<!--\n-->/<!--\n-->shadowsocks-windows\n', ' Shadowsocks for Windows', '\nshadowsocks-windows/README.md\n', 'Join GitHub today', '\n              Users who have contributed to this file\n            ']"
69,3,Assembly,chrislgarry/Apollo-11,"['GitHub is home to over 40 million developers working together to host and review code, manage projects, and build software together.', '', '🎌\nBahasa Indonesia,\nCatalà,\nDeutsch,\nEnglish,\nEspañol,\nFrançais,\nItaliano,\nPolski,\nPortuguês,\nРусский,\nTürkçe,\nRomână,\nالعربية,\nहिंदी,\n正體中文,\n简体中文,\n한국어,\n日本', 'Original Apollo 11 guidance computer (AGC) source code for Command\nModule (Comanche055) and Lunar Module (Luminary099). Digitized by\nthe folks at Virtual AGC and MIT Museum. The goal is to be\na repo for the original Apollo 11 source code. As such, PRs are\nwelcome for any issues identified between the transcriptions in this\nrepository and the original source scans for Luminary 099 and\nComanche 055, as well as any files I may have missed.', 'Please read CONTRIBUTING.md before opening a pull request.', 'If you are interested in compiling the original source code, check\nout Virtual AGC.', 'Derived from CONTRACT_AND_APPROVALS.agc', 'This AGC program shall also be referred to as Colossus 2A.', 'This program is intended for use in the CM as specified in report R-577. This program was prepared under DSR project 55-23870, sponsored by the Manned Spacecraft Center of The National Aeronautics and Space Administration through contract NAS 9-4065 with the Instrumentation Laboratory, Massachusetts Institute of Technology, Cambridge, Mass.', '\n\nchrislgarry<!--\n-->/<!--\n-->Apollo-11\n', 'Apollo-11', '\nApollo-11/README.md\n', 'Contributing', 'Compiling', 'Attribution', 'Join GitHub today', '\n              Users who have contributed to this file\n            ', 'Contract and Approvals']"
70,4,Python,jakubroztocil/httpie,"['Product', 'Platform', 'Support', 'Company']"
71,5,Ruby,rails/rails,"['GitHub is home to over 40 million developers working together to host and review code, manage projects, and build software together.', 'Rails is a web-application framework that includes everything needed to\ncreate database-backed web applications according to the\nModel-View-Controller (MVC)\npattern.', 'Understanding the MVC pattern is key to understanding Rails. MVC divides your\napplication into three layers: Model, View, and Controller, each with a specific responsibility.', 'The Model layer represents the domain model (such as Account, Product,\nPerson, Post, etc.) and encapsulates the business logic specific to\nyour application. In Rails, database-backed model classes are derived from\nActiveRecord::Base. Active Record allows you to present the data from\ndatabase rows as objects and embellish these data objects with business logic\nmethods.\nAlthough most Rails models are backed by a database, models can also be ordinary\nRuby classes, or Ruby classes that implement a set of interfaces as provided by\nthe Active Model module.', 'The Controller layer is responsible for handling incoming HTTP requests and\nproviding a suitable response. Usually, this means returning HTML, but Rails controllers\ncan also generate XML, JSON, PDFs, mobile-specific views, and more. Controllers load and\nmanipulate models, and render view templates in order to generate the appropriate HTTP response.\nIn Rails, incoming requests are routed by Action Dispatch to an appropriate controller, and\ncontroller classes are derived from ActionController::Base. Action Dispatch and Action Controller\nare bundled together in Action Pack.', 'The View layer is composed of ""templates"" that are responsible for providing\nappropriate representations of your application\'s resources. Templates can\ncome in a variety of formats, but most view templates are HTML with embedded\nRuby code (ERB files). Views are typically rendered to generate a controller response\nor to generate the body of an email. In Rails, View generation is handled by Action View.', 'Active Record, Active Model, Action Pack, and Action View can each be used independently outside Rails.\nIn addition to that, Rails also comes with Action Mailer, a library\nto generate and send emails; Action Mailbox, a library to receive emails within a Rails application;\nActive Job, a framework for declaring jobs and making them run on a variety of queuing\nbackends; Action Cable, a framework to\nintegrate WebSockets with a Rails application; Active Storage, a library to attach cloud\nand local files to Rails applications; Action Text, a library to handle rich text content;\nand Active Support, a collection\nof utility classes and standard library extensions that are useful for Rails,\nand may also be used independently outside Rails.', ""Install Rails at the command prompt if you haven't yet:"", 'At the command prompt, create a new Rails application:', 'where ""myapp"" is the application name.', 'Change directory to myapp and start the web server:', 'Run with --help or -h for options.', 'Go to http://localhost:3000 and you\'ll see:\n""Yay! You’re on Rails!""', 'Follow the guidelines to start developing your application. You may find\nthe following resources handy:', '', 'We encourage you to contribute to Ruby on Rails! Please check out the\nContributing to Ruby on Rails guide for guidelines about how to proceed. Join us!', 'Trying to report a possible security vulnerability in Rails? Please\ncheck out our security policy for\nguidelines about how to proceed.', ""Everyone interacting in Rails and its sub-projects' codebases, issue trackers, chat rooms, and mailing lists is expected to follow the Rails code of conduct."", '', 'Ruby on Rails is released under the MIT License.', '\n\nrails<!--\n-->/<!--\n-->rails\n', 'Welcome to Rails', '\nrails/README.md\n', ""What's Rails?"", 'Model layer', 'Controller layer', 'View layer', 'Frameworks and libraries', 'Getting Started', 'Contributing', 'Code Status', 'License', 'Join GitHub today', '\n              Users who have contributed to this file\n            ']"
72,6,JavaScript,typicode/json-server,"['GitHub is home to over 40 million developers working together to host and review code, manage projects, and build software together.', 'Get a full fake REST API with zero coding in less than 30 seconds (seriously)', 'Created with &lt;3 for front-end developers who need a quick back-end for prototyping and mocking.', 'See also:', '\xa0', '\xa0', '\n\n\n\n', '\xa0', '\xa0', '\n\n\n\n', '\xa0', 'Become a sponsor and have your company logo here', 'Install JSON Server', 'Create a db.json file with some data', 'Start JSON Server', ""Now if you go to http://localhost:3000/posts/1, you'll get"", ""Also when doing requests, it's good to know that:"", 'Based on the previous db.json file, here are all the default routes. You can also add other routes using --routes.', 'Use . to access deep properties', 'Use _page and optionally _limit to paginate returned data.', ""In the Link header you'll get first, prev, next and last links."", '10 items are returned by default', 'Add _sort and _order (ascending order by default)', 'For multiple fields, use the following format:', 'Add _start and _end or _limit (an X-Total-Count header is included in the response)', 'Works exactly as Array.slice (i.e. _start is inclusive and _end exclusive)', 'Add _gte or _lte for getting a range', 'Add _ne to exclude a value', 'Add _like to filter (RegExp supported)', 'Add q', 'To include children resources, add _embed', 'To include parent resource, add _expand', 'To get or create nested resources (by default one level, add custom routes for more)', 'Returns default index file or serves ./public directory', 'You can use JSON Server to serve your HTML, JS and CSS, simply create a ./public directory\nor use --static to set a different static files directory.', 'You can start JSON Server on other ports with the --port flag:', 'You can access your fake API from anywhere using CORS and JSONP.', 'You can load remote schemas.', 'Using JS instead of a JSON file, you can create data programmatically.', 'Tip use modules like Faker, Casual, Chance or JSON Schema Faker.', 'There are many ways to set up SSL in development. One simple way is to use hotel.', 'Create a routes.json file. Pay attention to start every route with /.', 'Start JSON Server with --routes option.', 'Now you can access resources using additional routes.', 'You can add your middlewares from the CLI using --middlewares option:', 'You can also set options in a json-server.json configuration file.', 'If you need to add authentication, validation, or any behavior, you can use the project as a module in combination with other Express middlewares.', 'The path you provide to the jsonServer.router function  is relative to the directory from where you launch your node process. If you run the above code from another directory, it’s better to use an absolute path:', 'For an in-memory database, simply pass an object to jsonServer.router().', 'Please note also that jsonServer.router() can be used in existing Express projects.', ""Let's say you want a route that echoes query parameters and another one that set a timestamp on every resource created."", 'To modify responses, overwrite router.render method:', 'You can set your own status code for the response:', 'To add rewrite rules, use jsonServer.rewriter():', 'Alternatively, you can also mount the router on /api.', 'jsonServer.create()', 'Returns an Express server.', 'jsonServer.defaults([options])', 'Returns middlewares used by JSON Server.', 'jsonServer.router([path|object])', 'Returns JSON Server router.', 'You can deploy JSON Server. For example, JSONPlaceholder is an online fake API powered by JSON Server and running on Heroku.', 'MIT', 'Supporters ✨', '\n\ntypicode<!--\n-->/<!--\n-->json-server\n', 'JSON Server  ', '\njson-server/README.md\n', 'Gold sponsors 🥇', 'Bronze sponsors 🥉', 'Table of contents', 'Getting started', 'Routes', 'Extras', 'Links', 'License', '\n              Sponsor typicode/json-server\n            ', 'Join GitHub today', '\n              Users who have contributed to this file\n            ', 'Plural routes', 'Singular routes', 'Filter', 'Paginate', 'Sort', 'Slice', 'Operators', 'Full-text search', 'Relationships', 'Database', 'Homepage', 'Static file server', 'Alternative port', 'Access from anywhere', 'Remote schema', 'Generate random data', 'HTTPS', 'Add custom routes', 'Add middlewares', 'CLI usage', 'Module', 'Deployment', 'Video', 'Articles', 'Third-party tools']"
73,7,Java,spring-projects/spring-boot,"['Product', 'Platform', 'Support', 'Company']"
74,8,TypeScript,storybookjs/storybook,"['GitHub is home to over 40 million developers working together to host and review code, manage projects, and build software together.', '\n\n\n\n', 'Build bulletproof UI components faster', '\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n', 'Storybook is a development environment for UI components.\nIt allows you to browse a component library, view the different states of each component, and interactively develop and test components.', '', '\n  View README for:\n\n\n', 'Storybook runs outside of your app. This allows you to develop UI components in isolation, which can improve component reuse, testability, and development speed. You can build quickly without having to worry about application-specific dependencies.', 'Here are some featured examples that you can reference to see how Storybook works: https://storybook.js.org/examples/', ""Storybook comes with a lot of addons for component design, documentation, testing, interactivity, and so on. Storybook's easy-to-use API makes it easy to configure and extend in various ways. It has even been extended to support React Native development for mobile."", 'First install storybook:', ""If you'd rather set up your project manually, take a look at our Slow Start Guide."", ""Once it's installed, you can npm run storybook and it will run the development server on your local machine, and give you a URL to browse some sample stories."", ""Storybook v2.x migration note:\nIf you're using Storybook v2.x and want to shift to 4.x version the easiest way is:"", 'It runs a codemod to update all package names. Read all migration details in our Migration Guide', 'For full documentation on using Storybook visit: storybook.js.org', 'For additional help, join us in our Discord or Slack', 'See Addon / Framework Support Table', 'We have a badge! Link it to your live Storybook example.', '', ""If you're looking for material to use in your presentation about storybook, like logo's video material and the colors we use etc, you can find all of that at our brand repo."", 'We welcome contributions to Storybook!', 'Looking for a first issue to tackle?', 'Storybook is organized as a monorepo using Lerna. Useful scripts include:', 'Installs package dependencies and links packages together - using lerna', 'Push a release to git and npm\nwill ask for version in interactive mode - using lerna.', 'boolean check if code conforms to linting rules - uses remark &amp; eslint', 'yarn lint:js - will check js', 'yarn lint:md - will check markdown + code samples', 'yarn lint:js --fix - will automatically fix js', 'boolean check if unit tests all pass - uses jest', 'Become a sponsor and get your logo on our README on Github with a link to your site. [Become a sponsor]', '\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n', 'Support us with a monthly donation and help us continue our activities. [Become a backer]', '\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n', 'MIT', '-the end-', '\n\nstorybookjs<!--\n-->/<!--\n-->storybook\n', '\nstorybook/README.md\n', 'Intro', 'Table of contents', 'Getting Started', 'Projects', 'Badges &amp; Presentation materials', 'Community', 'Contributing', 'License', '\n              Sponsor storybookjs/storybook\n            ', 'Join GitHub today', '\n              Users who have contributed to this file\n            ', 'Supported Frameworks', 'Sub Projects', 'Addons', 'Development scripts', 'Sponsors', 'Backers']"
75,9,JavaScript,h5bp/html5-boilerplate,"['GitHub is home to over 40 million developers working together to host and review code, manage projects, and build software together.', '\n\n\n\n', 'HTML5 Boilerplate is a professional front-end template for building\nfast, robust, and adaptable web apps or sites.', ""This project is the product of years of iterative development and\ncommunity knowledge. It does not impose a specific development\nphilosophy or framework, so you're free to architect your code in the\nway that you want."", 'Choose one of the following options:', 'Download the latest stable release from\nhtml5boilerplate.com. This zip file is a snapshot of the dist folder. On Windows, Mac and from the file manager on Linux unzipping this folder will output to a folder named something like html5-boilerplate_v7.3.0. From the command line will need to create a folder and unzip the contents into that folder.', ""Clone the git repo — git clone https://github.com/h5bp/html5-boilerplate.git - and checkout the\ntagged release\nyou'd like to use. The dist folder represents the latest version of the project for end users."", 'Install with npm: npm install html5-boilerplate or yarn: yarn add html5-boilerplate. The resulting node_modules/html5-boilerplate/dist folder represents the latest version of the project for end users. Depending on what you want to use and how you want to use it, you may have to copy and paste the contents of that folder into your project directory.', ""This doesn't mean that HTML5 Boilerplate cannot be used in older browsers,\njust that we'll ensure compatibility with the ones mentioned above."", 'If you need legacy browser support you can use HTML5 Boilerplate v6 (IE9/IE10)\nor HTML5 Boilerplate v5 (IE 8). They are no longer actively developed.', 'Take a look at the documentation table of contents.\nThis documentation is bundled with the project which makes it\navailable for offline reading and provides a useful starting point for\nany documentation you want to write about your project.', 'Hundreds of developers have helped to make the HTML5 Boilerplate. Anyone is welcome to contribute,\nhowever, if you decide to get involved, please take a moment to review\nthe guidelines:', 'The code is available under the MIT license.', '\n\nh5bp<!--\n-->/<!--\n-->html5-boilerplate\n', 'HTML5 Boilerplate', '\nhtml5-boilerplate/README.md\n', 'Quick start', 'Features', 'Browser support', 'Documentation', 'Contributing', 'License', 'Join GitHub today', '\n              Users who have contributed to this file\n            ']"
