,index,language,link,readme
24,3.0,JavaScript,facebook/create-react-app,"['GitHub is home to over 40 million developers working together to host and review code, manage projects, and build software together.', 'Create React apps with no build configuration.', 'Create React App works on macOS, Windows, and Linux.\nIf something doesn’t work, please file an issue.\nIf you have questions or need help, please ask in our Spectrum community.', '(npx comes with npm 5.2+ and higher, see instructions for older npm versions)', 'Then open http://localhost:3000/ to see your app.\nWhen you’re ready to deploy to production, create a minified bundle with npm run build.', '\n\n', 'You don’t need to install or configure tools like Webpack or Babel.\nThey are preconfigured and hidden so that you can focus on the code.', 'Create a project, and you’re good to go.', 'You’ll need to have Node 8.16.0 or Node 10.16.0 or later version on your local development machine (but it’s not required on the server). You can use nvm (macOS/Linux) or nvm-windows to switch Node versions between different projects.', 'To create a new app, you may choose one of the following methods:', '(npx is a package runner tool that comes with npm 5.2+ and higher, see instructions for older npm versions)', 'npm init &lt;initializer&gt; is available in npm 6+', 'yarn create is available in Yarn 0.25+', 'It will create a directory called my-app inside the current folder.\nInside that directory, it will generate the initial project structure and install the transitive dependencies:', 'No configuration or complicated folder structures, only the files you need to build your app.\nOnce the installation is done, you can open your project folder:', 'Inside the newly created project, you can run some built-in commands:', 'Runs the app in development mode.\nOpen http://localhost:3000 to view it in the browser.', 'The page will automatically reload if you make changes to the code.\nYou will see the build errors and lint warnings in the console.', '\n\n', 'Runs the test watcher in an interactive mode.\nBy default, runs tests related to files changed since the last commit.', 'Read more about testing.', 'Builds the app for production to the build folder.\nIt correctly bundles React in production mode and optimizes the build for the best performance.', 'The build is minified and the filenames include the hashes.', 'Your app is ready to be deployed.', 'You can find detailed instructions on using Create React App and many tips in its documentation.', 'Please refer to the User Guide for this and other information.', 'One Dependency: There is only one build dependency. It uses Webpack, Babel, ESLint, and other amazing projects, but provides a cohesive curated experience on top of them.', ""No Configuration Required: You don't need to configure anything. A reasonably good configuration of both development and production builds is handled for you so you can focus on writing code."", 'No Lock-In: You can “eject” to a custom setup at any time. Run a single command, and all the configuration and build dependencies will be moved directly into your project, so you can pick up right where you left off.', 'Your environment will have everything you need to build a modern single-page React app:', 'Check out this guide for an overview of how these tools fit together.', 'The tradeoff is that these tools are preconfigured to work in a specific way. If your project needs more customization, you can ""eject"" and customize it, but then you will need to maintain this configuration.', 'Create React App is a great fit for:', 'Here are a few common cases where you might want to try something else:', 'If you want to try React without hundreds of transitive build tool dependencies, consider using a single HTML file or an online sandbox instead.', ""If you need to integrate React code with a server-side template framework like Rails, Django or Symfony, or if you’re not building a single-page app, consider using nwb, or Neutrino which are more flexible. For Rails specifically, you can use Rails Webpacker. For Symfony, try Symfony's Webpack Encore."", ""If you need to publish a React component, nwb can also do this, as well as Neutrino's react-components preset."", 'If you want to do server rendering with React and Node.js, check out Next.js or Razzle. Create React App is agnostic of the backend, and only produces static HTML/JS/CSS bundles.', 'If your website is mostly static (for example, a portfolio or a blog), consider using Gatsby instead. Unlike Create React App, it pre-renders the website into HTML at the build time.', 'Finally, if you need more customization, check out Neutrino and its React preset.', 'All of the above tools can work with little to no configuration.', 'If you prefer configuring the build yourself, follow this guide.', 'Looking for something similar, but for React Native?\nCheck out Expo CLI.', ""We'd love to have your helping hand on create-react-app! See CONTRIBUTING.md for more information on what we're looking for and how to get started."", 'This project exists thanks to all the people who contribute.\n', 'We are grateful to the authors of existing related projects for their ideas and collaboration:', 'Create React App is open source software licensed as MIT.', '\n\nfacebook<!--\n-->/<!--\n-->create-react-app\n', 'Create React App  ', '\ncreate-react-app/README.md\n', 'Quick Overview', 'Creating an App', 'User Guide', 'How to Update to New Versions?', 'Philosophy', 'What’s Included?', 'Popular Alternatives', 'React Native', 'Contributing', 'Credits', 'Acknowledgements', 'License', 'Join GitHub today', '\n              Users who have contributed to this file\n            ', 'Get Started Immediately', 'npx', 'npm', 'Yarn', 'npm start or yarn start', 'npm test or yarn test', 'npm run build or yarn build']"
25,4.0,Jupyter Notebook,jackfrued/Python-100-Days,"['GitHub is home to over 40 million developers working together to host and review code, manage projects, and build software together.', '作者：骆昊', '最近有很多想学习Python的小伙伴陆陆续续加入我们的交流群，目前我们的交流群人数已经超过一万人。我们的目标是打造一个优质的Python交流社区，一方面为想学习Python的初学者扫平入门过程中的重重障碍；另一方为新入行的开发者提供问道的途径，帮助他们迅速成长为优秀的职业人；此外，有经验的开发者可以利用这个平台把自己的工作经验无偿分享或有偿提供出来，让大家都能够得到职业技能以及综合素质的全面提升。之前的公开课和线下技术交流活动因为工作的关系荒废了一段时间了，但是各位小伙伴仍然活跃在交流群并一如既往的支持我们，在此向大家表示感谢。近期开始持续更新前15天和最后10天的内容，前15天是写给初学者的，我希望把上手的难度进一步降低，例子程序更加简单清晰；最后10天是Python项目实战和面试相关的东西，我希望内容更详实和完整，尤其是第100天的面试题部分；创作不易，感谢大家的打赏支持，这些钱不会用于购买咖啡而是通过腾讯公益平台捐赠给需要帮助的人（点击了解捐赠情况）。', '', '简单的说，Python是一个“优雅”、“明确”、“简单”的编程语言。', '目前几个比较流行的领域，Python都有用武之地。', '作为一名Python开发者，主要的就业领域包括：', '下图显示了主要城市Python招聘需求量及薪资待遇排行榜（截止到2018年5月）。', '', '', '', '给初学者的几个建议：', '网站优化第一定律', '在Django项目中使用Redis提供缓存服务', '在视图函数中读写缓存', '使用装饰器实现页面缓存', '为数据接口提供缓存服务', '软件过程模型', '经典过程模型（瀑布模型）', '瀑布模型最大的缺点是无法拥抱需求变化，整套流程结束后才能看到产品，团队士气低落。', '敏捷开发（Scrum）- 产品所有者、Scrum Master、研发人员 - Sprint', '补充：敏捷软件开发宣言', '', '角色：产品所有者（决定做什么，能对需求拍板的人）、团队负责人（解决各种问题，专注如何更好的工作，屏蔽外部对开发团队的影响）、开发团队（项目执行人员，具体指开发人员和测试人员）。', '准备工作：商业案例和资金、合同、憧憬、初始产品需求、初始发布计划、入股、组建团队。', '敏捷团队通常人数为8-10人。', '工作量估算：将开发任务量化，包括原型、Logo设计、UI设计、前端开发等，尽量把每个工作分解到最小任务量，最小任务量标准为工作时间不能超过两天，然后估算总体项目时间。把每个任务都贴在看板上面，看板上分三部分：to do（待完成）、in progress（进行中）和done（已完成）。', '项目团队组建', '团队的构成和角色', '说明：谢谢付祥英女士绘制了下面这张精美的公司组织架构图。', '', '编程规范和代码审查（flake8、pylint）', '', 'Python中的一些“惯例”（请参考《Python惯例-如何编写Pythonic的代码》）', '影响代码可读性的原因：', '团队开发工具介绍', '请参考《团队项目开发的问题和解决方案》。', '选题范围设定', 'CMS（用户端）：新闻聚合网站、问答/分享社区、影评/书评网站等。', 'MIS（用户端+管理端）：KMS、KPI考核系统、HRS、CRM系统、供应链系统、仓储管理系统等。', 'App后台（管理端+数据接口）：二手交易类、报刊杂志类、小众电商类、新闻资讯类、旅游类、社交类、阅读类等。', '其他类型：自身行业背景和工作经验、业务容易理解和把控。', '需求理解、模块划分和任务分配', '', '制定项目进度表（每日更新）', 'OOAD和数据库设计', 'UML（统一建模语言）的类图', '', '通过模型创建表（正向工程）', '使用PowerDesigner绘制物理模型图。', '', '通过数据表创建模型（反向工程）', '\n\njackfrued<!--\n-->/<!--\n-->Python-100-Days\n', '\nPython-100-Days/README.md\n', 'Python - 100天从新手到大师', 'Join GitHub today', '\n              Users who have contributed to this file\n            ', 'Python应用领域和就业形势分析', 'Day01~15 - Python语言基础', 'Day16~Day20 - Python语言进阶 ', 'Day21~30 - Web前端入门', 'Day31~35 - 玩转Linux操作系统', 'Day36~40 - 数据库基础和进阶', 'Day41~55 - 实战Django', 'Day56~60 - 实战Flask', 'Day61~65 - 实战Tornado', 'Day66~75 - 爬虫开发', 'Day76~90 - 数据处理和机器学习', 'Day91~100 - 团队项目开发']"
26,5.0,JavaScript,axios/axios,"['GitHub is home to over 40 million developers working together to host and review code, manage projects, and build software together.', '\n\n\n\n\n\n', 'Promise based HTTP client for the browser and node.js', '', 'Using npm:', 'Using bower:', 'Using yarn:', 'Using cdn:', 'In order to gain the TypeScript typings (for intellisense / autocomplete) while using CommonJS imports with require() use the following approach:', 'Performing a GET request', 'NOTE: async/await is part of ECMAScript 2017 and is not supported in Internet\nExplorer and older browsers, so use with caution.', 'Performing a POST request', 'Performing multiple concurrent requests', 'Requests can be made by passing the relevant config to axios.', 'For convenience aliases have been provided for all supported request methods.', ""When using the alias methods url, method, and data properties don't need to be specified in config."", 'Helper functions for dealing with concurrent requests.', 'You can create a new instance of axios with a custom config.', 'The available instance methods are listed below. The specified config will be merged with the instance config.', 'These are the available config options for making requests. Only the url is required. Requests will default to GET if method is not specified.', 'The response for a request contains the following information.', 'When using then, you will receive the response as follows:', 'When using catch, or passing a rejection callback as second parameter of then, the response will be available through the error object as explained in the Handling Errors section.', 'You can specify config defaults that will be applied to every request.', ""Config will be merged with an order of precedence. The order is library defaults found in lib/defaults.js, then defaults property of the instance, and finally config argument for the request. The latter will take precedence over the former. Here's an example."", 'You can intercept requests or responses before they are handled by then or catch.', 'If you need to remove an interceptor later you can.', 'You can add interceptors to a custom instance of axios.', 'Using the validateStatus config option, you can define HTTP code(s) that should throw an error.', 'Using toJSON you get an object with more information about the HTTP error.', 'You can cancel a request using a cancel token.', 'The axios cancel token API is based on the withdrawn cancelable promises proposal.', 'You can create a cancel token using the CancelToken.source factory as shown below:', 'You can also create a cancel token by passing an executor function to the CancelToken constructor:', 'Note: you can cancel several requests with the same cancel token.', 'By default, axios serializes JavaScript objects to JSON. To send data in the application/x-www-form-urlencoded format instead, you can use one of the following options.', 'In a browser, you can use the URLSearchParams API as follows:', 'Note that URLSearchParams is not supported by all browsers (see caniuse.com), but there is a polyfill available (make sure to polyfill the global environment).', 'Alternatively, you can encode data using the qs library:', 'Or in another way (ES6),', 'In node.js, you can use the querystring module as follows:', 'You can also use the qs library.', 'The qs library is preferable if you need to stringify nested objects, as the querystring method has known issues with that use case (https://github.com/nodejs/node-v0.x-archive/issues/1665).', 'Until axios reaches a 1.0 release, breaking changes will be released with a new minor version. For example 0.5.1, and 0.5.4 will have the same API, but 0.6.0 will have breaking changes.', ""axios depends on a native ES6 Promise implementation to be supported.\nIf your environment doesn't support ES6 Promises, you can polyfill."", 'axios includes TypeScript definitions.', 'axios is heavily inspired by the $http service provided in Angular. Ultimately axios is an effort to provide a standalone $http-like service for use outside of Angular.', 'MIT', '\n\naxios<!--\n-->/<!--\n-->axios\n', 'axios', '\naxios/README.md\n', 'Features', 'Browser Support', 'Installing', 'Example', 'axios API', 'Request Config', 'Response Schema', 'Config Defaults', 'Interceptors', 'Handling Errors', 'Cancellation', 'Using application/x-www-form-urlencoded format', 'Semver', 'Promises', 'TypeScript', 'Resources', 'Credits', 'License', 'Join GitHub today', '\n              Users who have contributed to this file\n            ', 'note: CommonJS usage', 'Request method aliases', 'Concurrency', 'Creating an instance', 'Instance methods', 'Global axios defaults', 'Custom instance defaults', 'Config order of precedence', 'Browser', 'Node.js']"
27,6.0,Python,public-apis/public-apis,"['GitHub is home to over 40 million developers working together to host and review code, manage projects, and build software together.', 'A collective list of free APIs for use in software and web development.', 'Sponsor:', '', 'A public API for this project can be found here - thanks to DigitalOcean for helping us provide this service!', 'For information on contributing to this project, please see the contributing guide.', 'Please note a passing build status indicates all listed APIs are available since the last update. A failing build status indicates that 1 or more services may be unavailable at the moment.', '⬆ Back to Index', '⬆ Back to Index', '⬆ Back to Index', '⬆ Back to Index', '⬆ Back to Index', '⬆ Back to Index', '⬆ Back to Index', '⬆ Back to Index', '⬆ Back to Index', '⬆ Back to Index', '⬆ Back to Index', '⬆ Back to Index', '⬆ Back to Index', '⬆ Back to Index', '⬆ Back to Index', '⬆ Back to Index', '⬆ Back to Index', '⬆ Back to Index', '⬆ Back to Index', '⬆ Back to Index', '⬆ Back to Index', '⬆ Back to Index', '⬆ Back to Index', '⬆ Back to Index', '⬆ Back to Index', '⬆ Back to Index', '⬆ Back to Index', '⬆ Back to Index', '⬆ Back to Index', '⬆ Back to Index', '⬆ Back to Index', '⬆ Back to Index', '⬆ Back to Index', '⬆ Back to Index', '⬆ Back to Index', '⬆ Back to Index', '⬆ Back to Index', '⬆ Back to Index', '⬆ Back to Index', '⬆ Back to Index', '⬆ Back to Index', '⬆ Back to Index', '⬆ Back to Index', '⬆ Back to Index', '⬆ Back to Index', '⬆ Back to Index', '\n\npublic-apis<!--\n-->/<!--\n-->public-apis\n', 'Public APIs ', '\npublic-apis/README.md\n', 'Index', 'Join GitHub today', '\n              Users who have contributed to this file\n            ', 'Animals', 'Anime', 'Anti-Malware', 'Art &amp; Design', 'Books', 'Business', 'Calendar', 'Cloud Storage &amp; File Sharing', 'Continuous Integration', 'Cryptocurrency', 'Currency Exchange', 'Data Validation', 'Development', 'Dictionaries', 'Documents &amp; Productivity', 'Environment', 'Events', 'Finance', 'Food &amp; Drink', 'Fraud Prevention', 'Games &amp; Comics', 'Geocoding', 'Government', 'Health', 'Jobs', 'Machine Learning', 'Music', 'News', 'Open Data', 'Open Source Projects', 'Patent', 'Personality', 'Photography', 'Science &amp; Math', 'Security', 'Shopping', 'Social', 'Sports &amp; Fitness', 'Test Data', 'Text Analysis', 'Tracking', 'Transportation', 'URL Shorteners', 'Vehicle', 'Video', 'Weather']"
28,7.0,Go,golang/go,"['GitHub is home to over 40 million developers working together to host and review code, manage projects, and build software together.', 'Go is an open source programming language that makes it easy to build simple,\nreliable, and efficient software.', '\nGopher image by Renee French, licensed under Creative Commons 3.0 Attributions license.', 'Our canonical Git repository is located at https://go.googlesource.com/go.\nThere is a mirror of the repository at https://github.com/golang/go.', 'Unless otherwise noted, the Go source files are distributed under the\nBSD-style license found in the LICENSE file.', 'Official binary distributions are available at https://golang.org/dl/.', 'After downloading a binary release, visit https://golang.org/doc/install\nor load doc/install.html in your web browser for installation\ninstructions.', 'If a binary distribution is not available for your combination of\noperating system and architecture, visit\nhttps://golang.org/doc/install/source or load doc/install-source.html\nin your web browser for source installation instructions.', 'Go is the work of thousands of contributors. We appreciate your help!', 'To contribute, please read the contribution guidelines:\nhttps://golang.org/doc/contribute.html', 'Note that the Go project uses the issue tracker for bug reports and\nproposals only. See https://golang.org/wiki/Questions for a list of\nplaces to ask questions about the Go language.', '\n\ngolang<!--\n-->/<!--\n-->go\n', 'The Go Programming Language', '\ngo/README.md\n', 'Join GitHub today', '\n              Users who have contributed to this file\n            ', 'Download and Install', 'Contributing']"
29,8.0,JavaScript,nodejs/node,"['GitHub is home to over 40 million developers working together to host and review code, manage projects, and build software together.', '\n\n\n\n', ""Node.js is a JavaScript runtime built on Chrome's V8 JavaScript engine. For\nmore information on using Node.js, see the Node.js Website."", 'The Node.js project uses an open governance model. The\nOpenJS Foundation provides support for the project.', 'This project is bound by a Code of Conduct.', 'Looking for help? Check out the\ninstructions for getting support.', 'Current and LTS releases follow Semantic Versioning. A\nmember of the Release Team signs each Current and LTS release.\nFor more information, see the\nRelease README.', 'Binaries, installers, and source tarballs are available at\nhttps://nodejs.org/en/download/.', 'https://nodejs.org/download/release/', 'The latest directory is an\nalias for the latest Current release. The latest-codename directory is an\nalias for the latest release from an LTS line. For example, the\nlatest-carbon directory\ncontains the latest Carbon (Node.js 8) release.', 'https://nodejs.org/download/nightly/', 'Each directory name and filename contains a date (in UTC time) and the commit\nSHA at the HEAD of the release.', 'Documentation for the latest Current release is at https://nodejs.org/api/.\nVersion-specific documentation is available in each release directory in the\ndocs subdirectory. Version-specific documentation is also at\nhttps://nodejs.org/download/docs/.', 'Download directories contain a SHASUMS256.txt file with SHA checksums for the\nfiles.', 'To download SHASUMS256.txt using curl:', 'To check that a downloaded file matches the checksum, run\nit through sha256sum with a command such as:', 'For Current and LTS, the GPG detached signature of SHASUMS256.txt is in\nSHASUMS256.txt.sig. You can use it with gpg to verify the integrity of\nSHASUM256.txt. You will first need to import\nthe GPG keys of individuals authorized to create releases. To\nimport the keys:', 'See the bottom of this README for a full script to import active release keys.', 'Next, download the SHASUMS256.txt.sig for the release:', ""Then use gpg --verify SHASUMS256.txt.sig SHASUMS256.txt to verify\nthe file's signature."", 'See BUILDING.md for instructions on how to build Node.js from\nsource and a list of supported platforms.', 'For information on reporting security vulnerabilities in Node.js, see\nSECURITY.md.', 'For information about the governance of the Node.js project, see\nGOVERNANCE.md.', 'Collaborators follow the COLLABORATOR_GUIDE.md in\nmaintaining the Node.js project.', 'GPG keys used to sign Node.js releases:', 'To import the full set of trusted release keys:', 'See the section above on Verifying Binaries for how to\nuse these keys to verify a downloaded file.', 'Other keys used to sign some previous releases:', '\n\nnodejs<!--\n-->/<!--\n-->node\n', 'Table of Contents', '\nnode/README.md\n', 'Support', 'Release Types', 'Building Node.js', 'Security', 'Contributing to Node.js', 'Current Project Team Members', 'Join GitHub today', '\n              Users who have contributed to this file\n            ', 'Download', 'Verifying Binaries', 'TSC (Technical Steering Committee)', 'TSC Emeriti', 'Collaborators', 'Collaborator Emeriti', 'Release Keys']"
30,0.0,Java,Snailclimb/JavaGuide,"['GitHub is home to over 40 million developers working together to host and review code, manage projects, and build software together.', '点击关注公众号及时获取笔主最新更新文章，并可免费领取本文档配套的《Java面试突击》以及Java工程师必备学习资源。', '推荐一下阿里云双12的活动，优惠福利比双11还大系列，新老用户同享！（新用户 ECS 1 核 2g 一年只要 89!）', '\n\n\n\n', '\n\n\n\n\n\n\n', '\n\n\n\n', '推荐使用  https://snailclimb.gitee.io/javaguide 在线阅读，在线阅读内容本仓库同步一致。这种方式阅读的优势在于：阅读体验会更好。', '代办......', '网关主要用于请求转发、安全认证、协议转换、容灾。', '代办......', '分布式id生成方案总结', '代办......', 'Markdown 格式参考：Github Markdown格式，表情素材来自：EMOJI CHEAT SHEET。', '利用 docsify 生成文档部署在 Github pages: docsify 官网介绍', '如果你需要转载本仓库的一些文章到自己的博客的话，记得注明原文地址就可以了。', '初始想法源于自己的个人那一段比较迷茫的学习经历。主要目的是为了通过这个开源平台来帮助一些在学习 Java 或者面试过程中遇到问题的小伙伴。', '由于我个人能力有限，很多知识点我可能没有涉及到，所以你可以对其他知识点进行补充。大家也可以对自己的文章进行自荐，对于不错的文章不仅可以成功在本仓库展示出来更可以获得作者送出的 50 元左右的任意书籍进行奖励(当然你也可以直接折现50元)。', '添加我的微信备注“Github”,回复关键字 “加群” 即可入群。', '', '下面是笔主收集的一些对本仓库提过有价值的pr或者issue的朋友，人数较多，如果你也对本仓库提过不错的pr或者issue的话，你可以加我的微信与我联系。下面的排名不分先后！', '如果大家想要实时关注我更新的文章以及分享的干货的话，可以关注我的公众号。', '《Java面试突击》: 由本文档衍生的专为面试而生的《Java面试突击》V2.0 PDF 版本公众号后台回复 ""Java面试突击"" 即可免费领取！', 'Java工程师必备学习资源: 一些Java工程师常用学习资源公众号后台回复关键字 “1” 即可免费无套路获取。', '', '\n\nSnailclimb<!--\n-->/<!--\n-->JavaGuide\n', '\nJavaGuide/README.md\n', '目录', 'Java', '网络', '操作系统', '数据结构与算法', '数据库', '系统设计', '面试指南', 'Java学习常见问题汇总', '工具', '资源', '待办', '说明', 'Join GitHub today', '\n              Users who have contributed to this file\n            ', 'Sponsor', '基础', '容器', '并发', 'JVM', 'I/O', 'Java 8', '优雅 Java 代码必备实践(Java编程规范)', 'Linux相关', '数据结构', '算法', 'MySQL', 'Redis', '数据库扩展', '常用框架', '数据通信/中间件', '权限认证', '分布式 &amp; 微服务', '架构', '设计模式', '备战面试', '真实面试经历分析', '面经', 'Git', 'Docker', '其他', '书单', '实战项目推荐', 'Github', 'JavaGuide介绍', '作者的其他开源项目推荐', '关于转载', '如何对该开源文档进行贡献', '为什么要做这个开源文档？', '投稿', '联系我', 'Contributor', '公众号']"
31,1.0,Python,TheAlgorithms/Python,"['GitHub is home to over 40 million developers working together to host and review code, manage projects, and build software together.', '\xa0\n\xa0\n\xa0\n\xa0\n\xa0\n\xa0', 'These implementations are for learning purposes. They may be less efficient than the implementations in the Python standard library.', 'Read our Contribution Guidelines before you contribute.', ""We're on Gitter! Please join us."", 'See our directory.', '', '\n\nTheAlgorithms<!--\n-->/<!--\n-->Python\n', 'The Algorithms - Python', '\nPython/README.md\n', 'Contribution Guidelines', 'Community Channel', 'List of Algorithms', '\n              Sponsor TheAlgorithms/Python\n            ', 'Join GitHub today', '\n              Users who have contributed to this file\n            ', 'All algorithms implemented in Python (for education)']"
32,2.0,CSS,daneden/animate.css,"['GitHub is home to over 40 million developers working together to host and review code, manage projects, and build software together.', 'We need your help! animate.css v4 is in the work with lots of improvements and some breaking changes, including CSS custom properties support (aka CSS variables) and classes prefix for a safer use. We need your feedback! You can follow the development on the dev branch and give your feedback on the issue tracker.\nEvery feedback is welcome!', 'Just-add-water CSS animation', 'animate.css is a bunch of cool, fun, and cross-browser animations for you to use in your projects. Great for emphasis, home pages, sliders, and general just-add-water-awesomeness.', 'Install via npm:', 'or yarn:', ""To use animate.css in your website, simply drop the stylesheet into your document's &lt;head&gt;, and add the class animated to an element, along with any of the animation names. That's it! You've got a CSS animated element. Super!"", 'or use a CDN hosted version by CDNJS', 'To animate an element, add the class animated to an element. You can include the class infinite for an infinite loop. Finally you need to add one of the following classes to the element:', 'Full example:', 'Check out all the animations here!', ""It's possible to change the duration of your animations, add a delay or change the number of times that it plays:"", 'You can do a whole bunch of other stuff with animate.css when you combine it with Javascript. A simple example:', 'You can also detect when an animation ends:', 'You can use this simple function to add and remove the animations:', 'And use it like this:', ""Notice that the examples are using ES6's const declaration, dropping support for IE10 and some aging browsers. If you prefer, switch the const to var declarations and IE10 and some old browsers will get support (they still have to provide classList support, so do your research)."", ""It's possible to add delays directly on the element's class attribute, just like this:"", 'Note: The default delays are from 1 second to 5 seconds only. If you need custom delays, add it directly to your own CSS code.', ""It's possible to control the speed of the animation by adding these classes, as a sample below:"", 'Note: The animated class has a default speed of 1s. If you need custom duration, add it directly to your own CSS code.', 'Animate.css is powered by gulp.js, which means you can create custom builds pretty easily. First of all, you’ll need Gulp and all other dependencies:', 'Next, run npx gulp to compile your custom builds. For example, if you want only some of the “attention seekers”, simply edit the animate-config.json file to select only the animations you want to use.', 'Animate.css supports the prefers-reduced-motion media query so that users with motion sensitivity can opt out of animations. On supported platforms (currently all the majors browsers and OS), users can select ""reduce motion"" on their operating system preferences and it will turn off CSS transitions for them without any further work required.', 'Animate.css is licensed under the MIT license. (https://opensource.org/licenses/MIT)', 'This project and everyone participating in it is governed by the Contributor Covenant Code of Conduct. By participating, you are expected to uphold this code. Please report unacceptable behavior to callmeelton@gmail.com.', 'Pull requests are the way to go here. We only have two rules for submitting a pull request: match the naming convention (camelCase, categorised [fades, bounces, etc]) and let us see a demo of submitted animations in a pen. That last one is important.', '\n\ndaneden<!--\n-->/<!--\n-->animate.css\n', 'Animate.css      ', '\nanimate.css/README.md\n', 'Installation', 'Usage', 'Usage with Javascript', 'Setting Delay and Speed', 'Custom Builds', 'Accessibility', 'License', 'Code of Conduct', 'Contributing', 'Join GitHub today', '\n              Users who have contributed to this file\n            ', 'Animations', 'Delay Class', 'Slow, Slower, Fast, and Faster Class']"
33,3.0,JavaScript,FortAwesome/Font-Awesome,"['GitHub is home to over 40 million developers working together to host and review code, manage projects, and build software together.', 'Version 5 – the iconic SVG, font, and CSS framework', ""The internet's most popular icon toolkit has been redesigned and built from\nscratch. On top of this, features like icon font ligatures, an SVG framework,\nofficial NPM packages for popular frontend libraries like React, and access to\na new CDN."", 'Not familiar with Font Awesome 5? Learn\nmore about our\nsuccessful Kickstarter and plan. You can also order Font Awesome\nPro which includes tons more icons directly\nfrom fontawesome.com.', 'Learn how to get started with Font Awesome and then dive deeper into other and advanced topics:', ""Now that Font Awesome 5 has been released we are marking version 4 as\nend-of-life. We don't plan on releasing any further versions of the 4.x or 3.x."", ""Documentation is still available but it's moved to\nhttps://fontawesome.com/v4.7.0 and\nhttps://fontawesome.com/v3.2.1."", 'The Git repository for\nv4.7.0 and\nv3.2.1 can\nbe found in our GitHub releases.', ""We'll keep track of each release in the CHANGELOG.md"", 'Looking for older versions of Font Awesome? Check the releases.', ""From time-to-time we'll have special upgrading instructions from one version to the next."", 'Check out the UPGRADING.md guide when you upgrade your dependencies.', 'We will behave ourselves if you behave yourselves. For more details see our\nCODE_OF_CONDUCT.md.', 'Please read through our contributing guidelines.  Included\nare directions for opening issues.', 'Font Awesome will be maintained under the Semantic Versioning guidelines as much as possible. Releases will be numbered\nwith the following format:', '&lt;major&gt;.&lt;minor&gt;.&lt;patch&gt;', 'For more information on SemVer, please visit http://semver.org.', 'The major version ""5"" is part of an umbrella release.  It includes many different types of files and technologies. Therefore\nwe deviate from normal SemVer in the following ways:', 'Font Awesome Free is free, open source, and GPL friendly. You can use it for\ncommercial projects, open source projects, or really almost whatever you want.', ""Attribution is required by MIT, SIL OLF, and CC BY licenses. Downloaded Font\nAwesome Free files already contain embedded comments with sufficient\nattribution, so you shouldn't need to do anything additional when using these\nfiles normally."", ""We've kept attribution comments terse, so we ask that you do not actively work\nto remove them from files, especially code. They're a great way for folks to\nlearn about Font Awesome."", '\n\nFortAwesome<!--\n-->/<!--\n-->Font-Awesome\n', '', '\nFont-Awesome/README.md\n', 'Documentation', 'Change log', 'Upgrading', 'Code of conduct', 'Contributing', 'Versioning', 'License', 'Team', 'Join GitHub today', 'Using Font Awesome on the Web', 'Using Font Awesome on the Desktop', 'Where did Font Awesome 4 (or 3) go?']"
34,4.0,Go,kubernetes/kubernetes,"['GitHub is home to over 40 million developers working together to host and review code, manage projects, and build software together.', ' ', '', 'Kubernetes is an open source system for managing containerized applications\nacross multiple hosts. It provides basic mechanisms for deployment, maintenance,\nand scaling of applications.', 'Kubernetes builds upon a decade and a half of experience at Google running\nproduction workloads at scale using a system called Borg,\ncombined with best-of-breed ideas and practices from the community.', ""Kubernetes is hosted by the Cloud Native Computing Foundation (CNCF).\nIf your company wants to help shape the evolution of\ntechnologies that are container-packaged, dynamically scheduled,\nand microservices-oriented, consider joining the CNCF.\nFor details about who's involved and how Kubernetes plays a role,\nread the CNCF announcement."", 'See our documentation on kubernetes.io.', 'Try our interactive tutorial.', 'Take a free course on Scalable Microservices with Kubernetes.', 'To use Kubernetes code as a library in other applications, see the list of published components.\nUse of the k8s.io/kubernetes module or k8s.io/kubernetes/... packages as libraries is not supported.', 'The community repository hosts all information about\nbuilding Kubernetes from source, how to contribute code\nand documentation, who to contact about what, etc.', 'If you want to build Kubernetes right away there are two options:', ""For the full story, head over to the developer's documentation."", ""If you need support, start with the troubleshooting guide,\nand work your way through the process that we've outlined."", 'That said, if you have questions, reach out to us\none way or another.', '', '\n\nkubernetes<!--\n-->/<!--\n-->kubernetes\n', 'Kubernetes', '\nkubernetes/README.md\n', 'To start using Kubernetes', 'To start developing Kubernetes', 'Support', 'Join GitHub today', '\n              Users who have contributed to this file\n            ']"
35,5.0,Python,tensorflow/models,"['GitHub is home to over 40 million developers working together to host and review code, manage projects, and build software together.', 'This repository contains a number of different models implemented in TensorFlow:', ""The official models are a collection of example models that use TensorFlow's high-level APIs. They are intended to be well-maintained, tested, and kept up to date with the latest stable TensorFlow API. They should also be reasonably optimized for fast performance while still being easy to read. We especially recommend newer TensorFlow users to start here."", 'The research models are a large collection of models implemented in TensorFlow by researchers. They are not officially supported or available in release branches; it is up to the individual researchers to maintain the models and/or provide support on issues and pull requests.', 'The samples folder contains code snippets and smaller models that demonstrate features of TensorFlow, including code presented in various blog posts.', 'The tutorials folder is a collection of models described in the TensorFlow tutorials.', 'If you want to contribute to models, be sure to review the contribution guidelines.', 'Apache License 2.0', '\n\ntensorflow<!--\n-->/<!--\n-->models\n', 'TensorFlow Models', '\nmodels/README.md\n', 'Contribution guidelines', 'License', 'Join GitHub today', '\n              Users who have contributed to this file\n            ']"
